s5_767-P36	2.36013810457	23.4012844728	-1.44978458354	2.84174166652	4.02509396301	6.88002151683
s5_767-P15	1.16384413177	23.8403383159	-1.44978458354	2.68120140948	4.0960809141	8.18745271266
s5_767-P11	1.58689563801	22.3085988182	-1.44978458354	4.6673015907	4.31673698868	6.59288012858
s5_767-P10	2.36434793	23.7744467601	-1.44978458354	3.61098321791	3.97646028003	6.47919176464
s5_767-P12	2.60173535164	23.8549316161	-1.44978458354	1.91578378588	4.10748602051	5.31832499558
s4_767-P43	1.58366866993	22.8707915237	0.575582221507	4.10580202564	4.80068590849	7.0910079899
s6_767-P53	1.93137103359	22.4223239541	-1.44978458354	3.92312527432	2.36381289036	6.89099945556
s4_767-P26	1.53934276014	24.9172677883	-1.44978458354	4.29990941662	3.12594194133	8.44814945729
s4_767-P21	1.43666872875	23.234389911	-1.44978458354	3.92081447467	4.80345500051	7.1321802662
s6_767-P58	2.31644961683	24.4988141688	-1.44978458354	0.852296963001	1.01606745209	5.27989465645
s2_767-P20	1.55049196714	22.0420745059	-1.44978458354	4.11993155483	3.17197319319	6.24165136266
s4_767-P29	0.919531009495	23.6125424309	-1.44978458354	5.13522561383	5.53636779984	7.66392392769
s25_767-P30	1.13002249833	23.6896080371	-1.44978458354	4.80989446978	5.85682957606	8.41443624445
s7_767-P57	2.36033972747	24.3134626339	-1.44978458354	3.11790656315	4.87622702144	8.80526097134
s6_767-P59	2.29073171628	23.6713268782	-1.44978458354	2.86225141107	3.24059517547	6.50844705768
s5_767-P38a	1.27442684616	24.818876703	-1.44978458354	0.628526420972	4.84483624063	8.64328111262
s5_767-P38b	1.54401249088	22.6805342041	-0.364233982303	3.8165270506	5.44616074642	6.81609668667
s45_767-P34	3.00843983579	25.3691672362	-1.44978458354	3.0428012092	4.20402166452	8.44124878355
s4_767-P5	2.83580457672	24.2995149823	-1.44978458354	4.10071557098	4.87674071014	8.46448922285
s7_767-P55	1.28295733935	21.7178569097	-1.44978458354	3.17278551772	3.2536806423	5.17899637717
s3_767-P22	2.81134578988	25.3627196599	-1.44978458354	4.50852321618	2.36598552255	5.39876932778
s7_767-P49	3.41564126687	25.0710275853	-1.44978458354	2.10633055538	3.86726253912	8.89037780082
s7_767-P51	2.66185775721	23.902131748	-1.44978458354	3.50584832273	2.95894954076	7.06990357881
s1_767-P7	1.44916516586	23.8523973831	-1.44978458354	4.72328673246	2.58853111308	6.02615556303
s5_767-P27	2.10816748237	24.0951262342	-1.44978458354	5.04983535643	4.82468633056	8.42097920016
s4_767-P13	1.88948125666	23.4808537478	-0.216262740669	3.51211889738	4.35271467249	7.07410957739
s4_767-P14	1.41192559505	22.2237254831	-1.44978458354	4.34901576782	3.44915209298	7.67684125232
s5_767-P40	1.02548700853	22.9385639861	-1.44978458354	4.44961910679	3.28605560412	6.69061300105
s6_767-P45	3.1609812158	22.6315750631	-1.44978458354	3.78516900753	4.17148095475	5.08370625828
